"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 28 15:15:24 MSK 2022","Thu Apr 28 15:15:47 MSK 2022","23125","","ru.netology.diploma.AllClaimsTest","","ru.netology.diploma.AllClaimsTest","openAllNews","openAllNews",""
